year,round,pick_overall,round_pick,person_id,person_name,team,signed,bonus,pick_value,school
2020,3,94,22,676026,Holden Powell,Washington Nationals,True,500000,618200,UCLA
2020,3,95,23,690984,Petey Halpin,Cleveland Guardians,True,1525000,610800,Mira Costa HS
2020,3,96,24,694379,Hunter Barnhart,Tampa Bay Rays,True,585000,604800,St. Joseph HS
2020,3,97,25,675966,Jesse Franklin V,Atlanta Braves,True,497500,599100,Michigan
2020,3,98,26,680671,Michael Guldberg,Athletics,True,300000,593100,Georgia Tech
2020,3,99,27,669386,Trevor Hauver,New York Yankees,True,587400,587400,Arizona State
2020,3,100,28,691949,Jake Vogel,Los Angeles Dodgers,True,1622500,581600,Huntington Beach HS
2020,3,101,29,675973,Tyler Brown,Houston Astros,True,577000,577000,Vanderbilt
2020,4,102,1,669398,Gage Workman,Detroit Tigers,True,1000000,571400,Arizona State
2020,4,103,2,691723,Coby Mayo,Baltimore Orioles,True,1750000,565600,Stoneman Douglas HS
2020,4,104,3,671109,Jake Eder,Miami Marlins,True,700000,560000,Vanderbilt
2020,4,105,4,685125,Christian Chamberlain,Kansas City Royals,True,450000,554300,Oregon State
2020,4,106,5,693308,Nick Frasso,Toronto Blue Jays,True,459000,549000,Loyola Marymount University
2020,4,107,6,671157,Tyler Keenan,Seattle Mariners,True,500000,543500,Ole Miss
2020,4,108,7,689713,Jack Hartman,Pittsburgh Pirates,True,60000,538200,Appalachian State
2020,4,109,8,687723,Levi Thomas,San Diego Padres,True,80000,533000,Troy University
2020,4,110,9,695406,Case Williams,Colorado Rockies,True,450000,527800,Douglas County HS
2020,4,111,10,690956,Werner Blakely,Los Angeles Angels,True,900000,522600,Detroit Edison HS
2020,4,112,11,686978,Kade Mechals,Chicago White Sox,True,10000,517400,Grand Canyon University
2020,4,113,12,694679,Mac Wainwright,Cincinnati Reds,True,512400,512400,St. Edward HS
2020,4,114,13,681924,R.J. Dabovich,San Francisco Giants,True,197500,507400,Arizona State
2020,4,115,14,694395,Dylan MacLean,Texas Rangers,True,1200000,502300,Central Catholic HS
2020,4,116,15,685068,Carson Ragsdale,Philadelphia Phillies,True,225000,497500,South Florida
2020,4,117,16,681432,Luke Little,Chicago Cubs,True,492700,492700,San Jacinto College North
2020,4,118,17,695026,Jeremy Wu-Yelland,Boston Red Sox,True,200000,487900,Hawaii
2020,4,119,18,691021,A.J. Vukovich,Arizona Diamondbacks,True,1250000,483000,East Troy HS
2020,4,120,19,686546,Matthew Dyer,New York Mets,True,350000,478300,Arizona
2020,4,121,20,686894,Joey Wiemer,Milwaukee Brewers,True,150000,473700,Cincinnati
2020,4,122,21,678016,Ian Bedell,St. Louis Cardinals,True,800000,469000,Missouri
2020,4,123,22,686251,Brady Lindsly,Washington Nationals,True,20000,464500,Oklahoma
2020,4,124,23,675455,Milan Tolentino,Cleveland Guardians,True,800000,460000,Santa Margarita HS
2020,4,125,24,695020,Tanner Murray,Tampa Bay Rays,True,455600,455600,University of California - Davis
2020,4,126,25,675911,Spencer Strider,Atlanta Braves,True,449300,451800,Clemson
2020,4,127,26,686769,Dane Acker,Athletics,True,447400,447400,Oklahoma
2020,4,128,27,694397,Marco Raya,Minnesota Twins,True,410000,442900,United South HS
2020,4,129,28,694360,Beck Way,New York Yankees,True,600000,438700,Northwest Florida State
2020,4,130,29,694930,Carson Taylor,Los Angeles Dodgers,True,397500,434300,Virginia Tech
2020,4,131,30,671113,Zach Daniels,Houston Astros,True,400000,430800,Tennessee
2020,5,132,1,690993,Colt Keith,Detroit Tigers,True,500000,426600,Biloxi HS
2020,5,133,2,691945,Carter Baumler,Baltimore Orioles,True,1500000,422300,Dowling Catholic HS
2020,5,134,3,669165,Kyle Hurt,Miami Marlins,True,300000,418200,USC
2020,5,135,4,694361,Will Klein,Kansas City Royals,True,200000,414000,Eastern Illinois
2020,5,136,5,676309,Zach Britton,Toronto Blue Jays,True,97500,410100,Louisville
2020,5,137,6,693440,Taylor Dollard,Seattle Mariners,True,406000,406000,Cal Poly
2020,5,138,7,671987,Logan Hofmann,Pittsburgh Pirates,True,125000,402000,Northwestern State
2020,5,139,8,695247,Jagger Haynes,San Diego Padres,True,300000,398000,West Columbus HS
2020,5,140,9,685076,Jack Blomgren,Colorado Rockies,True,394300,394300,Michigan
2020,5,141,10,694372,Adam Seminaris,Los Angeles Angels,True,140000,390400,Long Beach State
2020,5,142,11,690544,Bailey Horn,Chicago White Sox,True,150000,386600,Auburn
2020,5,143,12,671212,Joe Boyle,Cincinnati Reds,True,500000,382700,Notre Dame
2020,5,144,13,694885,Ryan Murphy,San Francisco Giants,True,22500,379000,Le Moyne College
2020,5,145,14,695336,Thomas Saggese,Texas Rangers,True,800000,375200,Carlsbad HS
2020,5,146,15,676288,Baron Radcliff,Philadelphia Phillies,True,100000,371600,Georgia Tech
2020,5,147,16,691103,Koen Moreno,Chicago Cubs,True,900000,367900,Panther Creek HS
2020,5,148,17,675660,Shane Drohan,Boston Red Sox,True,600000,364400,Florida State
2020,5,149,18,694297,Brandon Pfaadt,Arizona Diamondbacks,True,100000,360800,Bellarmine University
2020,5,150,19,679358,Eric Orze,New York Mets,True,20000,357100,University of New Orleans
2020,5,151,20,676463,Hayden Cantrelle,Milwaukee Brewers,True,300000,353700,University of Louisiana at Lafayette
2020,5,152,21,695292,L.J. Jones,St. Louis Cardinals,True,100000,350300,Long Beach State
2020,5,153,22,680730,Mitchell Parker,Washington Nationals,True,100000,346800,San Jacinto College North
2020,5,154,23,668971,Mason Hickman,Cleveland Guardians,True,340000,343400,Vanderbilt
2020,5,155,24,695377,Jeff Hakanson,Tampa Bay Rays,True,340000,340000,Central Florida
2020,5,156,25,693821,Bryce Elder,Atlanta Braves,True,847500,336600,Texas
2020,5,157,26,669434,Stevie Emanuels,Athletics,True,400000,333300,Washington
2020,5,158,27,693850,Kala'i Rosario,Minnesota Twins,True,270000,330100,Waiakea HS
2020,5,159,28,694813,Gavin Stone,Los Angeles Dodgers,True,97500,327200,Central Arkansas
2020,5,160,29,694376,Shay Whitcomb,Houston Astros,True,56000,324100,UC San Diego
2021,1,1,1,680779,Henry Davis,Pittsburgh Pirates,True,6500000,8415300,Louisville
2021,1,2,2,683004,Jack Leiter,Texas Rangers,True,7922000,7789900,Vanderbilt
2021,1,3,3,695549,Jackson Jobe,Detroit Tigers,True,6900000,7221200,Heritage Hall School
2021,1,4,4,691785,Marcelo Mayer,Boston Red Sox,True,6664000,6664000,Eastlake HS
2021,1,5,5,681297,Colton Cowser,Baltimore Orioles,True,4900000,6180700,Sam Houston
2021,1,6,6,691783,Jordan Lawlar,Arizona Diamondbacks,True,6713300,5742900,Jesuit College Prep
2021,1,7,7,700924,Frank Mozzicato,Kansas City Royals,True,3550000,5432400,East Catholic HS
2021,1,8,8,695603,Benny Montgomery,Colorado Rockies,True,5000000,5176900,Red Land HS
2021,1,9,9,696147,Sam Bachman,Los Angeles Angels,True,3847500,4949100,Miami University
2021,1,10,10,677958,Kumar Rocker,New York Mets,False,,4739900,Vanderbilt
2021,1,11,11,691781,Brady House,Washington Nationals,True,5000000,4547500,Winder Barrow HS
2021,1,12,12,695670,Harry Ford,Seattle Mariners,True,4366400,4366400,North Cobb HS
2021,1,13,13,691725,Andrew Painter,Philadelphia Phillies,True,3900000,4197300,Calvary Christian Academy
2021,1,14,14,687218,Will Bednar,San Francisco Giants,True,3650000,4036800,Mississippi State
2021,1,15,15,686217,Sal Frelick,Milwaukee Brewers,True,4000000,3885800,Boston College
2021,1,16,16,696135,Kahlil Watson,Miami Marlins,True,4540790,3745500,Wake Forest HS
2021,1,17,17,680574,Matt McLain,Cincinnati Reds,True,4625000,3609700,UCLA
2021,1,18,18,700241,Michael McGreevy,St. Louis Cardinals,True,2750000,3481300,UC Santa Barbara
2021,1,19,19,680684,Gunnar Hoglund,Toronto Blue Jays,True,3247500,3359000,Ole Miss
2021,1,20,20,700242,Trey Sweeney,New York Yankees,True,3000000,3242900,Eastern Illinois
2021,1,21,21,696136,Jordan Wicks,Chicago Cubs,True,3132300,3132300,Kansas State
2021,1,22,22,695657,Colson Montgomery,Chicago White Sox,True,3027000,3027000,Southridge HS
2021,1,23,23,668909,Gavin Williams,Cleveland Guardians,True,2250000,2926800,East Carolina
2021,1,24,24,680743,Ryan Cusick,Atlanta Braves,True,2700000,2831300,Wake Forest
2021,1,25,25,691777,Max Muncy,Athletics,True,2850000,2740300,Thousand Oaks HS
2021,1,26,26,695534,Chase Petty,Minnesota Twins,True,2500000,2653400,Mainland Regional HS
2021,1,27,27,701538,Jackson Merrill,San Diego Padres,True,1800000,2570100,Severna Park HS
2021,1,28,28,700246,Carson Williams,Tampa Bay Rays,True,2347500,2493900,Torrey Pines HS
2021,1,29,29,691772,Maddux Bruns,Los Angeles Dodgers,True,2200000,2424600,UMS Wright Prep School
2021,1C,30,1,695481,Jay Allen II,Cincinnati Reds,True,2400000,2365500,John Carroll HS
2021,CB-A,31,1,691788,Joe Mack,Miami Marlins,True,2500000,2312000,Williamsville East HS
2021,CB-A,32,2,680744,Ty Madden,Detroit Tigers,True,2500000,2257300,Texas
2021,CB-A,33,3,672012,Tyler Black,Milwaukee Brewers,True,2200000,2202200,Wright State University
2021,CB-A,34,4,695692,Cooper Kinney,Tampa Bay Rays,True,2145600,2148100,The Baylor Schools
2021,CB-A,35,5,680756,Mat Nelson,Cincinnati Reds,True,2095800,2095800,Florida State
2021,CB-A,36,6,695653,Noah Miller,Minnesota Twins,True,1700000,2045400,Ozaukee HS
2021,2,37,1,696143,Anthony Solometo,Pittsburgh Pirates,True,2800000,1999300,Bishop Eustace Prep School
2021,2,38,2,701648,Aaron Zavala,Texas Rangers,True,830000,1952300,Oregon
2021,2,39,3,691789,Izaac Pacheco,Detroit Tigers,True,2750000,1906800,Friendswood HS
2021,2,40,4,682983,Jud Fabian,Boston Red Sox,False,,1856700,Florida
2021,2,41,5,681393,Connor Norby,Baltimore Orioles,True,1700000,1813500,East Carolina
2021,2,42,6,669208,Ryan Bliss,Arizona Diamondbacks,True,1250000,1771100,Auburn
2021,2,43,7,695667,Ben Kudrna,Kansas City Royals,True,3000000,1729800,Blue Valley Southwest HS
2021,2,44,8,677955,Jaden Hill,Colorado Rockies,True,1689500,1689500,LSU
2021,2,45,9,681066,Ky Bush,Los Angeles Angels,True,1750000,1650200,St. Mary's College
2021,2,46,10,683349,Calvin Ziegler,New York Mets,True,910000,1617400,TNXL Academy
2021,2,47,11,695734,Daylen Lile,Washington Nationals,True,1750000,1580200,Trinity HS
2021,2,48,12,695490,Edwin Arroyo,Seattle Mariners,True,1650000,1543600,Arecibo Baseball Academy
2021,2,49,13,681159,Ethan Wilson,Philadelphia Phillies,True,1507600,1507600,University of South Alabama
2021,2,50,14,694392,Matt Mikulski,San Francisco Giants,True,1200000,1469900,Fordham
2021,2,51,15,669080,Russell Smith,Milwaukee Brewers,True,1000000,1436900,TCU
2021,2,52,16,681357,Cody Morissette,Miami Marlins,True,1403200,1403200,Boston College
2021,2,53,17,671096,Andrew Abbott,Cincinnati Reds,True,1300000,1370400,Virginia
2021,2,54,18,695491,Joshua Báez,St. Louis Cardinals,True,2250000,1338500,Dexter School
2021,2,55,19,694341,Brendan Beck,New York Yankees,True,1050000,1307000,Stanford
2021,2,56,20,701649,James Triantos,Chicago Cubs,True,2100000,1276400,James Madison HS
2021,2,57,21,695770,Wes Kath,Chicago White Sox,True,1800000,1243600,Desert Mountain HS
2021,2,58,22,680951,Doug Nikhazy,Cleveland Guardians,True,1200000,1214300,Ole Miss
2021,2,59,23,680885,Spencer Schwellenbach,Atlanta Braves,True,1000000,1185500,Nebraska
2021,2,60,24,680869,Zack Gelof,Athletics,True,1157400,1157400,Virginia
2021,2,61,25,680727,Steve Hajjar,Minnesota Twins,True,1129700,1129700,Michigan
2021,2,62,26,695578,James Wood,San Diego Padres,True,2600000,1102700,IMG Academy
2021,2,63,27,700932,Kyle Manzardo,Tampa Bay Rays,True,747500,1076300,Washington State
2021,CB-B,64,1,696145,Lonnie White Jr.,Pittsburgh Pirates,True,1500000,1050300,Malvern Prep School
2021,CB-B,65,2,701655,Reed Trimble,Baltimore Orioles,True,800000,1025100,Southern Mississippi
2021,CB-B,66,3,686523,Peyton Wilson,Kansas City Royals,True,1003300,1003300,Alabama
2021,CB-B,67,4,680728,Adrian Del Castillo,Arizona Diamondbacks,True,1000000,976700,Miami
2021,CB-B,68,5,697812,Joe Rock,Colorado Rockies,True,953100,953100,Ohio University
2021,CB-B,69,6,676390,Tommy Mace,Cleveland Guardians,True,1100000,929800,Florida
2021,CB-B,70,7,677339,Ryan Holgate,St. Louis Cardinals,True,875000,906800,Arizona
2021,CB-B,71,8,688107,Robert Gasser,San Diego Padres,True,884200,884200,Houston
2021,3,72,1,696149,Bubba Chandler,Pittsburgh Pirates,True,3000000,870700,North Oconee HS
2021,3,73,2,695508,Cam Cauley,Texas Rangers,True,1000000,857400,Barbers Hill HS
2021,3,74,3,681916,Dylan Smith,Detroit Tigers,True,1115000,844200,Alabama
2021,3,75,4,694812,Tyler McDonough,Boston Red Sox,True,828600,831100,NC State
2021,3,76,5,687981,John Rhodes,Baltimore Orioles,True,1375000,818200,Kentucky
2021,3,77,6,700255,Jacob Steinmetz,Arizona Diamondbacks,True,500000,805600,ELEV8 Baseball Academy
2021,3,78,7,695600,Carter Jensen,Kansas City Royals,True,1097500,793000,Park Hill Senior HS
2021,3,79,8,685326,McCade Brown,Colorado Rockies,True,780400,780400,Indiana
2021,3,80,9,669465,Landon Marceaux,Los Angeles Angels,True,767800,767800,LSU
2021,3,81,10,687589,Dom Hamel,New York Mets,True,755300,755300,Dallas Baptist
2021,3,82,11,680998,Branden Boissiere,Washington Nationals,True,600000,744200,Arizona
2021,3,83,12,691786,Michael Morales,Seattle Mariners,True,1500000,733100,East Pennsboro HS
2021,3,84,13,701833,Jordan Viars,Philadelphia Phillies,True,747500,721900,Rick Reedy HS
2021,3,85,14,696131,Mason Black,San Francisco Giants,True,710700,710700,Lehigh
2021,3,86,15,681323,Alex Binelas,Milwaukee Brewers,True,700000,699700,Louisville
2021,3,87,16,696264,Tyler Whitaker,Houston Astros,True,1500000,689300,Bishop Gorman HS
2021,3,88,17,696291,Jordan McCants,Miami Marlins,True,800000,678600,Pensacola Catholic HS
2021,3,89,18,686958,Jose Torres,Cincinnati Reds,True,622500,667900,NC State
2021,3,90,19,676153,Austin Love,St. Louis Cardinals,True,600000,657600,North Carolina
2021,3,91,20,694357,Ricky Tiedemann,Toronto Blue Jays,True,644800,647300,Golden West College
2021,3,92,21,691795,Brock Selvidge,New York Yankees,True,1500000,637600,Hamilton HS
2021,3,93,22,695645,Drew Gray,Chicago Cubs,True,900000,627900,IMG Academy
2021,3,94,23,680732,Sean Burke,Chicago White Sox,True,900000,618200,Maryland
2021,3,95,24,695780,Jake Fox,Cleveland Guardians,True,850000,610800,Lakeland Christian School
2021,3,96,25,689266,Dylan Dodd,Atlanta Braves,True,122500,604800,Southeast Missouri State
2021,3,97,26,695243,Mason Miller,Athletics,True,599100,599100,Gardner-Webb University
2021,3,98,27,700249,Cade Povich,Minnesota Twins,True,500000,593100,Nebraska
2021,3,99,28,667434,Kevin Kopps,San Diego Padres,True,300000,587400,Arkansas
2021,3,100,29,691797,Ryan Spikes,Tampa Bay Rays,True,1097500,581600,Parkview HS
2021,3,101,30,695646,Peter Heubeck,Los Angeles Dodgers,True,1272000,577000,Gilman School
2021,4,102,1,701685,Owen Kellington,Pittsburgh Pirates,True,600000,571400,U-32 HS
2021,4,103,2,695744,Ian Moller,Texas Rangers,True,700000,565600,Wahlert HS
2021,4,104,3,694331,Tyler Mattison,Detroit Tigers,True,400000,560000,Bryant University
2021,4,105,4,695684,Elmer Rodríguez,Boston Red Sox,True,497500,554300,Leadership Christian Academy
2021,4,106,5,676024,Donta' Williams,Baltimore Orioles,True,400000,549000,Arizona
2021,4,107,6,694477,Chad Patrick,Arizona Diamondbacks,True,350000,543500,Purdue University Northwest
2021,4,108,7,695556,Shane Panzini,Kansas City Royals,True,997500,538200,Red Bank Catholic HS
2021,4,109,8,696100,Hunter Goodman,Colorado Rockies,True,600000,533000,University of Memphis
2021,4,110,9,684665,Luke Murphy,Los Angeles Angels,True,750000,527800,Vanderbilt
2021,4,111,10,681286,JT Schwartz,New York Mets,True,475000,522600,UCLA
2021,4,112,11,685010,Dustin Saenz,Washington Nationals,True,500000,517400,Texas A&M
2021,4,113,12,682243,Bryce Miller,Seattle Mariners,True,400000,512400,Texas A&M
2021,4,114,13,695648,Micah Ottenbreit,Philadelphia Phillies,True,775000,507400,Trenton HS
2021,4,115,14,696150,Eric Silva,San Francisco Giants,True,1497500,502300,JSerra Catholic HS
2021,4,116,15,701656,Logan Henderson,Milwaukee Brewers,True,497500,497500,McLennan CC
2021,4,117,16,695726,Alex Ulloa,Houston Astros,False,,492700,Calvary Christian Academy
2021,4,118,17,669327,Tanner Allen,Miami Marlins,True,247500,487900,Mississippi State
2021,4,119,18,702140,Ruben Ibarra,Cincinnati Reds,True,172500,483000,San Jose State
2021,4,120,19,677312,Zane Mills,St. Louis Cardinals,True,375000,478300,Washington State
2021,4,121,20,689149,Chad Dallas,Toronto Blue Jays,True,497500,473700,Tennessee
2021,4,122,21,688682,Cooper Bowman,New York Yankees,True,353000,469000,Louisville
2021,4,123,22,681047,Christian Franklin,Chicago Cubs,True,425000,464500,Arkansas
2021,4,124,23,694747,Brooks Gosswein,Chicago White Sox,True,200000,460000,Bradley University
2021,4,125,24,669067,Ryan Webb,Cleveland Guardians,True,400000,455600,Georgia
2021,4,126,25,695462,Cal Conley,Atlanta Braves,True,422500,451800,Texas Tech
2021,4,127,26,672016,Denzel Clarke,Athletics,True,700000,447400,Cal State Northridge
2021,4,128,27,687952,Christian Encarnacion-Strand,Minnesota Twins,True,442900,442900,Oklahoma State
2021,4,129,28,680232,Jackson Wolf,San Diego Padres,True,300000,438700,West Virginia
2021,4,130,29,681333,Dru Baker,Tampa Bay Rays,True,431800,434300,Texas Tech
2021,4,131,30,680897,Nick Nastrini,Los Angeles Dodgers,True,500000,430800,UCLA
2021,4C,132,1,694646,Chayce McDermott,Houston Astros,True,375000,426600,Ball State
2021,5,133,1,690107,Jackson Glenn,Pittsburgh Pirates,True,12500,422300,Dallas Baptist
2021,5,134,2,683352,Mitch Bratt,Texas Rangers,True,850000,418200,Georgia Premier Academy
2021,5,135,3,681289,Tanner Kohlhepp,Detroit Tigers,True,400000,414000,Notre Dame
2021,5,136,4,687208,Nathan Hickey,Boston Red Sox,True,1000000,410100,Florida
2021,5,137,5,679857,Carlos Tavera,Baltimore Orioles,True,375000,406000,University of Texas - Arlington
2021,5,138,6,681134,Caleb Roberts,Arizona Diamondbacks,True,402000,402000,North Carolina
2021,5,139,7,672021,Eric Cerantola,Kansas City Royals,True,500000,398000,Mississippi State
2021,5,140,8,687145,Evan Justice,Colorado Rockies,True,150000,394300,NC State
2021,5,141,9,695049,Brett Kerry,Los Angeles Angels,True,297500,390400,South Carolina
2021,5,142,10,681035,Christian Scott,New York Mets,True,350000,386600,Florida
2021,5,143,11,695604,T.J. White,Washington Nationals,True,400000,382700,Dorman HS
2021,5,144,12,673990,Andy Thomas,Seattle Mariners,True,25000,379000,Baylor
2021,5,145,13,676046,Griff McGarry,Philadelphia Phillies,True,322500,375200,Virginia
2021,5,146,14,701605,Rohan Handa,San Francisco Giants,True,347500,371600,Yale
2021,5,147,15,696140,Ethan Murray,Milwaukee Brewers,True,272500,367900,Duke
2021,5,148,16,680810,Quincy Hamilton,Houston Astros,True,47500,364400,Wright State University
2021,5,149,17,680918,Brady Allen,Miami Marlins,True,358300,360800,South Carolina
2021,5,150,18,686671,Thomas Farr,Cincinnati Reds,True,297500,357100,South Carolina
2021,5,151,19,700669,Gordon Graceffo,St. Louis Cardinals,True,500000,353700,Villanova
2021,5,152,20,691774,Irv Carter,Toronto Blue Jays,True,850000,350300,Calvary Christian Academy
2021,5,153,21,676205,Tyler Hardman,New York Yankees,True,200000,346800,Oklahoma
2021,5,154,22,687608,Liam Spence,Chicago Cubs,True,135000,343400,Tennessee
2021,5,155,23,701780,Tanner McDougal,Chicago White Sox,True,850000,340000,Silverado HS
2021,5,156,24,676440,Tanner Bibee,Cleveland Guardians,True,259400,336600,Cal State Fullerton
2021,5,157,25,680672,Luke Waddell,Atlanta Braves,True,247500,333300,Georgia Tech
2021,5,158,26,675430,CJ Rodriguez,Athletics,True,400000,330100,Vanderbilt
2021,5,159,27,681306,Christian MacLeod,Minnesota Twins,True,500000,327200,Mississippi State
2021,5,160,28,681132,Max Ferguson,San Diego Padres,True,324100,324100,Tennessee
2021,5,161,29,687020,Mason Auer,Tampa Bay Rays,True,312500,321100,San Jacinto College North
2021,5,162,30,676508,Ben Casparius,Los Angeles Dodgers,True,247500,318200,Connecticut
2021,6,163,1,690448,Mike Jarvis,Pittsburgh Pirates,True,7500,315400,San Diego State
2021,6,164,2,695445,Chase Lee,Texas Rangers,True,75000,312400,Alabama
2021,6,165,3,689456,Austin Murr,Detroit Tigers,True,200000,309500,NC State
2021,6,166,4,695772,Daniel McElveny,Boston Red Sox,True,197500,306800,Bonita Vista HS
2021,6,167,5,700936,Collin Burns,Baltimore Orioles,True,375000,304200,Tulane
2021,6,168,6,681475,Luke Albright,Arizona Diamondbacks,True,301600,301600,Kent State
2021,6,169,7,700998,Dayton Dooney,Kansas City Royals,True,297500,299000,Central Arizona College
2021,6,170,8,690924,Braxton Fulford,Colorado Rockies,True,280000,296400,Texas Tech
2021,6,171,9,681977,Jake Smith,Los Angeles Angels,True,247500,293800,Miami
2021,6,172,10,693313,Carson Seymour,New York Mets,True,291400,291400,Kansas State
2021,6,173,11,690907,Michael Kirian,Washington Nationals,True,200000,289000,Louisville
2021,6,174,12,693433,Bryan Woo,Seattle Mariners,True,318200,286500,Cal Poly
2021,6,175,13,700247,Jose Pena Jr.,Philadelphia Phillies,True,222500,284200,Tampa Preparatory School
2021,6,176,14,675920,Seth Lonsway,San Francisco Giants,True,300000,281800,Ohio State
2021,6,177,15,692230,Carlos Rodriguez,Milwaukee Brewers,True,250000,279500,Florida SouthWestern State College
2021,6,178,16,681293,Spencer Arrighetti,Houston Astros,True,147500,277100,University of Louisiana at Lafayette
2021,6,179,17,671217,Sam Praytor,Miami Marlins,True,200000,274800,Alabama
2021,6,180,18,681142,Justice Thompson,Cincinnati Reds,True,250000,272500,North Carolina
2021,6,181,19,701619,Alfredo Ruiz,St. Louis Cardinals,True,50000,270300,Long Beach State
2021,6,182,20,696522,Hayden Juenger,Toronto Blue Jays,True,197500,268200,Missouri State
2021,6,183,21,690916,Richard Fitts,New York Yankees,True,346800,266000,Auburn
2021,6,184,22,702303,Riley Martin,Chicago Cubs,True,1000,263700,Quincy University
2021,6,185,23,699479,Taylor Broadway,Chicago White Sox,True,30000,261600,Ole Miss
2021,6,186,24,702126,Aaron Davenport,Cleveland Guardians,True,450000,259400,Hawaii
2021,6,187,25,669234,Justyn-Henry Malloy,Atlanta Braves,True,297500,257400,Georgia Tech
2021,6,188,26,680880,Grant Holman,Athletics,True,375000,255300,California
2021,6,189,27,701519,Travis Adams,Minnesota Twins,True,253300,253300,Sacramento State
2021,6,190,28,686701,Ryan Bergert,San Diego Padres,True,500000,251100,West Virginia
2021,6,191,29,682254,Mason Montgomery,Tampa Bay Rays,True,225000,249000,Texas Tech
2021,6,192,30,686218,Emmet Sheehan,Los Angeles Dodgers,True,244500,247000,Boston College
2021,7,193,1,689134,Wyatt Hendrie,Pittsburgh Pirates,True,177500,244900,San Diego State
2021,7,194,2,702446,Bradford Webb,Texas Rangers,True,10000,243000,Virginia Commonwealth U
2021,7,195,3,676428,Brant Hurter,Detroit Tigers,True,241000,241000,Georgia Tech
2021,7,196,4,681544,Wyatt Olds,Boston Red Sox,True,236500,239000,Oklahoma
2021,7,197,5,680935,Connor Pavolony,Baltimore Orioles,True,325000,237000,Tennessee
2021,7,198,6,695246,Scott Randall,Arizona Diamondbacks,True,125000,235100,Sacramento State
2021,7,199,7,702070,Noah Cameron,Kansas City Royals,True,197500,233000,Central Arkansas
2021,7,200,8,686900,Evan Shawver,Colorado Rockies,True,231100,231100,Cincinnati
2021,7,201,9,695065,Ryan Costeiu,Los Angeles Angels,True,222500,229700,Arkansas
2021,7,202,10,675974,Kevin Kendall,New York Mets,True,200000,227700,UCLA
2021,7,203,11,696285,Jacob Young,Washington Nationals,True,275000,225800,Florida
2021,7,204,12,695342,Colin Davis,Seattle Mariners,True,150000,224000,Wofford
2021,7,205,13,694909,Christian McGowan,Philadelphia Phillies,True,577000,222100,Eastern Oklahoma State JC
2021,7,206,14,701161,Nick Sinacola,San Francisco Giants,True,197500,220200,University of Maine
2021,7,207,15,671976,Tristan Peters,Milwaukee Brewers,True,147500,218500,Southern Illinois University Carbondale
2021,7,208,16,694388,Joey Loperfido,Houston Astros,True,72500,216600,Duke
2021,7,209,17,685321,Gabe Bierman,Miami Marlins,True,197500,214900,Indiana
2021,7,210,18,674265,Kevin Abel,Cincinnati Reds,True,172500,213300,Oregon State
2021,7,211,19,701650,Alec Willis,St. Louis Cardinals,True,1000000,211500,Regis Jesuit HS
2021,7,212,20,701437,Jaden Rudd,Toronto Blue Jays,True,197500,209800,A. Crawford Mosley HS
2021,7,213,21,695239,Robby Ahlstrom,New York Yankees,True,140000,208200,Oregon
2021,7,214,22,685091,Parker Chavers,Chicago Cubs,True,125000,206500,Coastal Carolina
2021,7,215,23,690281,Theo Denlinger,Chicago White Sox,True,10000,204800,Bradley University
2021,7,216,24,676393,Jack Leftwich,Cleveland Guardians,True,167000,203400,Florida
2021,7,217,25,700363,AJ Smith-Shawver,Atlanta Braves,True,997500,201600,Colleyville Heritage HS
2021,7,218,26,695391,Brett Harris,Athletics,True,120000,200100,Gonzaga
2021,7,219,27,696160,Jake Rucker,Minnesota Twins,True,250000,198500,Tennessee
2021,7,220,28,701000,Ryan Och,San Diego Padres,True,150000,197300,Southern Mississippi
2021,7,221,29,694312,Logan Workman,Tampa Bay Rays,True,122500,195700,Lee University
2021,7,222,30,690922,Ryan Sublette,Los Angeles Dodgers,True,150000,194400,Texas Tech
2021,8,223,1,696155,Sean Sullivan,Pittsburgh Pirates,True,175000,192900,California
2021,8,224,2,695465,Larson Kindreich,Texas Rangers,True,150000,191500,Biola University
2021,8,225,3,671960,Jordan Marks,Detroit Tigers,True,150000,190100,University of South Carolina Upstate
2021,8,226,4,690928,Hunter Dobbins,Boston Red Sox,True,197500,188900,Texas Tech
2021,8,227,5,695735,Creed Willems,Baltimore Orioles,True,1000000,187700,Aledo HS
2021,8,228,6,695521,Gavin Conticello,Arizona Diamondbacks,True,500000,186300,Marjory Stoneman Douglas HS
2021,8,229,7,695510,Ryan Cepero,Kansas City Royals,True,208500,184700,Carlos Beltran Baseball Academy
2021,8,230,8,680910,Robby Martin Jr.,Colorado Rockies,True,200000,183700,Florida State
2021,8,231,9,694559,Nick Jones,Los Angeles Angels,True,122500,182300,Georgia Southern
2021,8,232,10,678024,Mike Vasil,New York Mets,True,181200,181200,Virginia
2021,8,233,11,676155,Will Frizzell,Washington Nationals,True,179800,179800,Texas A&M
2021,8,234,12,681466,James Parker,Seattle Mariners,True,150000,178600,Clemson
2021,8,235,13,674022,Jason Ruffcorn,Philadelphia Phillies,True,147500,177400,Oklahoma
2021,8,236,14,677351,Ian Villers,San Francisco Giants,True,217500,176300,California
2021,8,237,15,685358,Zack Raabe,Milwaukee Brewers,True,150000,175000,Minnesota
2021,8,238,16,676467,Colton Gordon,Houston Astros,True,127500,174000,Central Florida
2021,8,239,17,687287,Patrick Monteverde,Miami Marlins,True,47500,173000,Texas Tech
